id_user;id_item;rating;timestamp
166;12;3;1294452000
39;12;2;1305601200
167;12;2;970714800
168;12;5;963025200
1;13;4;963370800
150;13;3;963716400
169;13;4;964407600
24;13;3;964753200
153;13;4;965790000
170;13;3;965962800
157;13;3;966049200
155;13;4;966308400
171;13;3;966308400
172;13;3;967172400
159;13;3;986698800
161;13;3;990932400
173;13;4;1116558000
174;13;4;969505200
175;13;1;1234231200
176;13;4;1249009200
177;13;2;1289095200
39;13;2;1305601200
167;13;1;970714800
80;14;3;963889200
178;14;3;963889200
179;14;1;965358000
180;14;1;962247600
181;14;2;986526000
182;14;1;997412400
183;14;2;1016593200
97;14;1;1079060400
184;14;1;1109041200
185;14;2;1115348400
186;14;1;1119236400
187;14;4;1138845600
110;14;1;1207882800
188;14;3;1229220000
189;14;3;1233021600
39;14;1;1249268400
190;15;5;963889200
127;15;4;978832800
191;15;2;991105200
27;15;5;995511600
192;16;5;963370800
8;16;5;964494000
125;16;5;977277600
127;16;3;978832800
193;16;3;1001300400
194;16;5;1003370400
163;16;3;1004148000
27;16;4;1019876400
195;16;5;1064286000
196;16;3;1126234800
39;16;5;1306033200
197;16;5;963284400
198;17;2;977623200
199;17;3;1013824800
200;17;3;1212980400
201;17;2;1240369200
106;17;2;1244775600
45;18;2;963370800
202;18;1;1001991600
203;19;4;963802800
204;19;5;993438000
205;19;5;996116400
206;19;5;1000868400
207;19;5;1115089200
208;19;5;1221447600
197;20;5;963370800
209;20;4;964407600
6;20;4;964580400
210;20;5;965530800
211;20;4;966135600
157;20;5;966567600
20;20;4;980388000
19;20;5;982983600
159;20;5;984798000
212;20;5;994647600
213;20;4;997844400
214;20;4;1002942000
215;20;5;1003716000
27;20;4;1026183600
216;20;4;1053313200
217;20;4;1116471600
218;20;4;1128481200
219;20;4;1148180400
220;20;4;1206327600
221;20;5;1219114800
39;20;5;1306206000
62;20;5;1308625200
222;20;5;970282800
38;20;4;970801200
34;20;4;971316000
223;20;5;971488800
224;20;4;963198000
6;21;3;964580400
38;21;2;961815600
225;21;1;961902000
226;21;5;977968800
227;21;4;983329200
228;21;4;983588400
229;21;3;985316400
230;21;1;987476400
226;21;5;989377200
231;21;4;990759600
205;21;3;994388400
27;21;1;1002769200
232;21;1;1079578800
141;21;2;1099879200
233;21;1;1134093600
234;21;4;1138500000
235;21;4;1215399600
200;21;2;1278385200
236;21;3;970369200
167;21;3;970801200
237;21;1;962938800
126;22;2;977104800
238;22;1;980128800
239;22;4;983242800
58;22;2;1159585200
200;22;3;1226196000
39;22;1;1305342000
62;22;2;1326852000
240;23;4;964062000
241;23;1;964148400
242;23;5;964321200
8;23;4;964494000
243;23;5;964666800
244;23;5;961815600
245;23;5;965271600
245;23;5;965271600
101;23;5;965617200
101;23;1;965617200
2;23;3;966049200
157;23;2;966049200
102;23;5;966049200
14;23;5;967690800
246;23;5;977364000
182;23;5;977709600
226;23;5;982116000
247;23;1;982375200
228;23;4;983588400
248;23;5;984884400
249;23;5;985402800
250;23;5;985834800
251;23;5;987994800
94;23;4;988772400
252;23;1;989118000
253;23;5;990068400
254;23;5;991278000
255;23;5;991278000
256;23;4;991710000
257;23;4;991710000
258;23;4;992314800
259;23;5;992660400
260;23;5;992746800
261;23;4;993783600
262;23;5;995943600
263;23;5;996721200
264;23;4;996807600
265;23;5;997844400
213;23;3;997844400
266;23;5;1002164400
267;23;5;1002942000
268;23;5;1008468000
205;23;3;1032404400
269;23;2;1036119600
163;23;2;1041472800
270;23;5;1060743600
52;23;5;1084244400
271;23;5;1085626800
272;23;5;1099018800
273;23;5;1103767200
184;23;3;1109041200
274;23;4;1152500400
275;23;5;1167271200
276;23;5;1202263200
277;23;5;1208314800
61;23;5;1210734000
176;23;5;1249009200
278;23;5;1259200800
279;23;4;1265162400
280;23;4;969937200
38;23;4;970801200
167;23;4;970801200
267;23;5;970887600
281;24;4;964753200
14;24;4;967690800
282;24;5;991882800
283;24;4;1053486000
176;24;5;1249009200
39;24;4;1305687600
152;25;3;964321200
284;25;4;964580400
285;25;4;965185200
102;25;4;967431600
44;25;4;975376800
286;25;5;975808800
287;25;5;977450400
228;25;4;983588400
288;25;4;986526000
161;25;3;989377200
289;25;5;993956400
167;25;3;968382000
290;25;5;997066800
291;25;5;1000609200
292;25;5;1000609200
293;25;3;1001646000
294;25;4;1040004000
295;25;2;1066615200
296;25;5;1116039600
297;25;4;1219028400
298;25;3;1219374000
299;25;4;1222743600
176;25;4;1249009200
300;25;4;1271300400
301;25;4;1276657200
302;25;5;974512800
106;26;1;1229306400
303;26;2;1230256800
304;26;2;1230516000
305;26;2;1231984800
306;26;3;1274151600
307;26;5;969850800
111;27;5;964494000
189;27;4;1231639200
281;28;5;964753200
127;28;3;979092000
205;28;2;981338400
107;28;5;981943200
308;28;4;994906800
309;28;5;1077418800
310;28;4;1123988400
311;28;5;1199066400
312;28;4;1259978400
12;29;3;963716400
313;29;4;963716400
314;29;1;963889200
38;29;4;961815600
86;29;4;965358000
315;29;2;965617200
316;29;2;967086000
317;29;2;974944800
318;29;3;975204000
228;29;3;983674800
319;29;4;984020400
163;29;3;984798000
320;29;4;994042800
321;29;4;1000004400
182;29;2;1000177200
205;29;2;1000695600
322;29;3;969418800
200;29;2;1205377200
62;29;3;1311476400
323;29;5;973216800
169;29;2;963284400
1;30;5;963370800
324;30;5;966049200
325;30;5;967431600
14;30;4;967690800
125;30;5;977796000
127;30;5;978832800
136;30;3;981079200
326;30;4;995684400
327;30;5;1069120800
328;30;5;1155956400
329;30;5;1157252400
61;30;5;1222830000
330;30;5;1252206000
62;30;5;1263607200
41;30;3;1280199600
102;31;4;967777200
129;31;5;978746400
127;31;5;979264800
27;31;4;1002337200
331;31;5;1093748400
61;31;5;1223175600
62;31;5;1263780000
41;31;5;1280286000
332;32;4;983242800
61;32;5;1223089200
62;32;5;1263866400
41;32;2;1280372400
333;33;5;963370800
83;33;4;963370800
334;33;4;963716400
240;33;1;964062000
242;33;4;964321200
335;33;5;961383600
336;33;5;965358000
2;33;4;966049200
102;33;5;966049200
337;33;4;967345200
14;33;5;967690800
136;33;2;976068000
338;33;4;976240800
246;33;5;977450400
226;33;5;978573600
129;33;4;979783200
20;33;5;980388000
339;33;5;981338400
113;33;3;982551600
21;33;3;982810800
228;33;3;983588400
340;33;4;984020400
341;33;5;988340400
342;33;4;1068688800
343;33;5;1081479600
344;33;4;1141009200
345;33;4;1164074400
346;33;5;969764400
280;33;3;969937200
347;33;5;969937200
316;33;4;971920800
348;33;5;971920800
349;34;3;963716400
350;34;1;964407600
6;34;1;964580400
38;34;3;961815600
314;34;1;967950000
351;34;3;976068000
352;34;3;976845600
128;34;3;977104800
353;34;1;980301600
354;34;1;984020400
238;34;4;985402800
205;34;2;985748400
355;34;1;1080702000
356;34;3;1269745200
357;35;4;1288749600
322;35;4;970023600
358;36;4;962247600
359;36;2;974944800
19;36;4;975031200
360;36;5;975722400
45;36;5;975981600
361;36;4;976068000
362;36;3;977191200
181;36;4;977450400
68;36;5;978314400
67;36;5;978487200
363;36;4;978573600
91;36;4;978832800
364;36;5;981252000
365;36;5;982465200
366;36;4;982724400
367;36;4;983070000
368;36;4;986266800
369;36;4;988081200
161;36;4;989031600
93;36;4;990846000
370;36;4;991018800
69;36;3;991105200
371;36;5;991278000
249;36;4;991364400
372;36;5;991450800
182;36;4;991450800
373;36;5;991796400
374;36;3;991882800
375;36;5;992055600
376;36;4;992142000
377;36;5;992228400
378;36;5;992314800
379;36;4;992487600
380;36;3;992487600
381;36;5;992919600
115;36;4;995425200
382;36;4;995598000
383;36;5;997153200
384;36;5;999658800
385;36;5;1002337200
386;36;4;1002337200
387;36;5;1002423600
388;36;5;1002596400
27;36;4;1002596400
389;36;5;1006567200
390;36;5;1006653600
391;36;4;1016161200
392;36;5;1017716400
393;36;5;1022554800
394;36;5;1032836400
395;36;5;1039312800
27;36;4;1044410400
396;36;5;1087873200
397;36;3;1094439600
398;36;4;1191985200
62;36;5;1310612400
399;36;5;970542000
400;36;4;974080800
401;36;5;974080800
44;36;5;974340000
6;37;5;964580400
14;37;4;967690800
402;37;4;975636000
127;37;2;979264800
9;37;4;979264800
403;37;5;983242800
288;37;3;985575600
170;37;4;988167600
255;37;5;992746800
27;37;3;1001559600
404;37;3;1090897200
233;37;5;1134698400
405;37;4;1159758000
406;37;3;1165197600
407;37;4;1169604000
200;37;3;1213239600
61;37;5;1217646000
408;37;3;1234490400
355;37;3;1241060400
62;37;4;1256090400
280;37;4;969937200
39;37;5;1306119600
409;38;1;964666800
113;38;4;982288800
27;38;2;999226800
255;38;4;999831600
280;38;4;969937200
223;38;3;972525600
410;39;3;963543600
205;39;1;970542000
411;39;1;970542000
412;40;4;963370800
413;40;4;963370800
414;40;3;964234800
415;40;5;961902000
211;40;3;966135600
416;40;4;980560800
370;40;3;991191600
321;40;5;991278000
194;40;3;991278000
27;40;4;999054000
417;40;2;1004839200
409;40;3;1021431600
418;40;3;1033441200
419;40;3;1168653600
62;40;2;1326160800
237;40;4;963111600
24;41;3;963543600
420;41;5;963630000
420;41;3;963716400
203;41;4;963802800
421;41;5;961124400
101;41;3;965703600
12;41;4;966049200
422;41;5;966135600
423;41;4;966308400
155;41;4;966308400
424;41;5;966740400
425;41;5;966740400
426;41;5;966913200
197;41;4;974772000
363;41;3;977277600
129;41;4;978660000
427;41;5;978832800
428;41;5;978919200
127;41;4;979524000
429;41;4;980560800
430;41;4;982724400
431;41;5;983502000
127;41;5;986266800
432;41;4;986353200
136;41;5;997844400
433;41;5;968382000
433;41;5;968382000
388;41;5;1004580000
434;41;4;1027047600
435;41;5;1064631600
436;41;1;968814000
437;41;5;1086058800
272;41;4;1099018800
438;41;4;1114311600
218;41;3;1128999600
439;41;5;1163815200
440;41;5;1207364400
441;41;5;1213671600
176;41;5;1249009200
442;41;4;1286679600
443;41;5;1289268000
444;41;2;1297821600
237;41;3;962766000
445;41;3;1309921200
446;41;5;971575200
375;41;5;973216800
447;41;5;963111600
424;42;4;966826800
318;42;3;975376800
127;42;5;979524000
448;42;2;985575600
449;42;4;987476400
450;42;3;989809200
136;42;2;997844400
451;42;4;1008295200
434;42;3;1027047600
356;42;5;1188529200
176;42;5;1249009200
444;42;1;1297735200
237;42;3;962766000
420;43;5;963716400
203;43;4;963802800
8;43;4;965617200
10;43;3;965617200
101;43;4;965703600
127;43;4;979524000
388;43;5;1005530400
205;43;4;1018580400
136;43;4;1025233200
434;43;5;1028084400
452;43;5;1123988400
60;43;4;1147230000
453;43;4;1155178800
439;43;5;1165111200
441;43;5;1213585200
454;43;5;1238036400
176;43;5;1249009200
420;44;5;963716400
203;44;3;963802800
101;44;3;965703600
127;44;3;979524000
136;44;3;999658800
452;44;3;1124074800
100;44;3;1134698400
60;44;4;1147316400
439;44;4;1167616800
203;45;4;963370800
420;45;5;963716400
101;45;4;965703600
127;45;3;979524000
136;45;3;999658800
455;45;5;1110855600
60;45;4;1155006000
453;45;4;1155610800
454;45;4;1238814000
176;45;5;1249009200
197;46;4;963370800
420;46;3;963716400
101;46;3;965703600
127;46;4;979610400
70;46;2;990586800
136;46;2;1001041200
452;46;1;1126580400
439;46;3;1178938800
176;46;3;1249009200
420;47;5;963716400
101;47;5;965703600
136;47;5;1001127600
455;47;4;1110942000
146;47;5;1200189600
456;47;5;1228442400
457;47;4;963284400
458;48;4;963370800
121;48;2;963370800
169;48;5;963370800
169;48;5;963370800
459;48;5;963370800
459;48;4;963370800
192;48;3;963370800
460;48;3;963370800
461;48;3;963370800
462;48;4;963370800
463;48;5;963457200
464;48;4;963457200
465;48;5;963630000
203;48;5;963802800
466;48;5;963975600
467;48;1;963975600
468;48;4;964062000
469;48;5;964407600
470;48;3;964407600
471;48;4;964494000
472;48;3;964494000
473;48;5;964580400
473;48;5;964580400
474;48;5;964666800
475;48;5;964753200
476;48;5;964839600
477;48;5;965185200
86;48;2;965271600
38;48;4;961815600
179;48;4;965358000
170;48;5;965530800
8;48;5;965617200
8;48;3;965617200
336;48;3;965617200
225;48;3;961902000
478;48;2;965876400
170;48;3;965962800
170;48;5;965962800
479;48;5;965962800
157;48;4;966049200
211;48;5;966135600
211;48;3;966135600
480;48;5;966308400
481;48;5;966481200
482;48;2;966740400
337;48;4;967345200
102;48;5;967518000
102;48;4;967518000
307;48;4;967690800
483;48;5;962420400
484;48;5;975117600
485;48;5;975808800
486;48;5;976932000
362;48;2;977104800
352;48;5;977191200
487;48;3;977882400
363;48;4;978400800
129;48;2;978660000
45;48;4;978660000
127;48;4;979696800
20;48;4;980301600
416;48;5;980301600
416;48;5;980647200
488;48;4;981770400
238;48;4;981770400
489;48;3;984193200
490;48;5;984193200
491;48;4;984625200
492;48;5;984798000
493;48;5;984970800
163;48;5;985316400
362;48;4;985662000
382;48;4;986612400
163;48;5;986698800
494;48;2;986785200
432;48;5;986871600
495;48;5;987735600
496;48;5;987822000
497;48;5;987994800
498;48;5;988686000
94;48;5;988686000
499;48;5;993092400
500;48;5;994388400
501;48;4;994388400
502;48;3;994474800
282;48;3;996202800
503;48;5;998881200
504;48;4;1002769200
505;48;5;1003111200
506;48;2;1003111200
205;48;3;1003284000
507;48;5;1003456800
161;48;5;1003543200
374;48;2;1003888800
27;48;2;1014519600
508;48;3;1016074800
497;48;3;1036375200
509;48;5;1038967200
510;48;1;1046401200
511;48;3;1061780400
512;48;2;1095994800
513;48;4;1123815600
514;48;4;1128826800
515;48;3;1129687200
516;48;5;1139536800
517;48;2;1139968800
518;48;4;1141095600
519;48;3;1141959600
520;48;3;1153537200
521;48;4;1157166000
62;48;3;1221102000
522;48;4;1232157600
523;48;4;1232244000
106;48;3;1235098800
200;48;4;1238036400
524;48;5;969850800
524;48;3;969850800
280;48;2;969937200
525;48;4;1321236000
444;48;1;1334718000
526;48;5;970801200
527;48;5;962938800
528;48;3;971488800
529;48;5;973216800
530;48;3;963111600
203;48;5;963284400
121;48;5;963284400
127;49;3;979696800
327;49;4;1056250800
67;50;5;963716400
122;50;5;961556400
2;50;3;964926000
38;50;3;961815600
179;50;4;965617200
531;50;4;966135600
155;50;4;966308400
102;50;4;967518000
124;50;4;967604400
532;50;5;968036400
286;50;5;975808800
533;50;5;977968800
129;50;4;979956000
20;50;3;980388000
534;50;5;982116000
535;50;4;982724400
536;50;4;983415600
228;50;5;983588400
249;50;5;986612400
375;50;4;986698800
537;50;4;987476400
432;50;4;987735600
538;50;4;988772400
255;50;4;990932400
377;50;4;992314800
264;50;4;996807600
539;50;5;997153200
540;50;2;997153200
27;50;4;999054000
541;50;4;1000522800
542;50;2;1004925600
543;50;4;1011578400
544;50;4;1018321200
545;50;5;1018494000
546;50;4;1045015200
547;50;5;1077850800
548;50;4;1078801200
549;50;1;1083034800
550;50;1;1102471200
355;50;4;1163642400
551;50;3;1186455600
552;50;5;1216350000
106;50;4;1234576800
301;50;4;1304564400
39;50;5;1306119600
349;50;4;970628400
507;50;5;973216800
479;51;3;966222000
238;51;4;981338400
553;51;4;981424800
554;51;4;982465200
555;51;4;991882800
182;51;4;1028343600
106;51;3;1234926000
480;51;4;970542000
556;52;4;997498800
557;52;5;1070935200
558;52;5;1074218400
409;52;5;1077764400
559;52;4;1098673200
560;52;5;1130637600
438;52;5;1135821600
561;52;5;1141354800
562;52;3;1265680800
197;52;4;963284400
563;53;5;964494000
563;53;5;964494000
87;53;5;965962800
564;53;4;966135600
565;53;4;966135600
566;53;4;966394800
567;53;5;966567600
480;53;5;966567600
568;53;5;966567600
569;53;5;966567600
570;53;4;966567600
571;53;4;966654000
572;53;4;966740400
573;53;4;966740400
574;53;3;966826800
575;53;5;966826800
576;53;5;966826800
577;53;5;966913200
578;53;4;966913200
579;53;5;966913200
580;53;5;966913200
581;53;5;966913200
582;53;4;966999600
583;53;1;966999600
285;53;4;966999600
584;53;4;966999600
12;53;5;966999600
585;53;3;966999600
586;53;3;966999600
587;53;2;966999600
588;53;4;967086000
589;53;5;967086000
590;53;5;967086000
591;53;5;967086000
592;53;3;967086000
593;53;3;967172400
594;53;5;967172400
595;53;3;967172400
596;53;4;967172400
597;53;3;967172400
67;53;5;967172400
252;53;2;967172400
226;53;5;967172400
337;53;4;967258800
598;53;5;967258800
599;53;2;967258800
86;53;2;967258800
600;53;4;967258800
601;53;4;967258800
602;53;4;967258800
603;53;4;967345200
604;53;4;967345200
605;53;4;967345200
91;53;4;967345200
606;53;4;967345200
607;53;5;967431600
608;53;4;967431600
609;53;4;967431600
124;53;4;967518000
610;53;5;967518000
611;53;4;967518000
612;53;5;967518000
613;53;3;967518000
614;53;5;967518000
117;53;4;967518000
615;53;4;967604400
369;53;5;967604400
8;53;4;967690800
616;53;4;967690800
617;53;4;967690800
618;53;4;967690800
619;53;4;967777200
322;53;3;967777200
620;53;5;967863600
171;53;5;967863600
621;53;5;967863600
622;53;5;967863600
623;53;5;967863600
167;53;5;968036400
532;53;5;968036400
624;53;2;968036400
375;53;5;975981600
625;53;4;976154400
626;53;5;977450400
45;53;5;978660000
507;53;4;979524000
627;53;4;968209200
161;53;4;980733600
364;53;3;981079200
628;53;4;981338400
629;53;4;982810800
542;53;4;983156400
630;53;2;983242800
631;53;5;983329200
632;53;3;983674800
378;53;4;983674800
228;53;5;983674800
367;53;4;983761200
340;53;4;984020400
633;53;5;984366000
634;53;5;984538800
374;53;4;984625200
318;53;5;984970800
635;53;4;984970800
288;53;4;985057200
636;53;5;985057200
637;53;5;985316400
89;53;4;968209200
638;53;4;985316400
448;53;5;985402800
639;53;5;985748400
640;53;5;986353200
161;53;4;986698800
641;53;4;986871600
317;53;4;987044400
642;53;4;987130800
643;53;4;987217200
23;53;5;988081200
94;53;5;988599600
16;53;4;988772400
67;53;5;988858800
644;53;3;989031600
645;53;4;989290800
646;53;4;968209200
647;53;5;989809200
648;53;5;968209200
649;53;5;968209200
650;53;5;990068400
651;53;4;990241200
652;53;4;990846000
653;53;3;992228400
72;53;3;992746800
654;53;5;968295600
655;53;3;968382000
656;53;3;997412400
657;53;5;997498800
658;53;5;997758000
659;53;5;968382000
660;53;5;998190000
661;53;5;998190000
136;53;3;1000177200
662;53;5;1001214000
409;53;5;1001300400
663;53;4;968468400
664;53;5;1003975200
95;53;5;1004580000
665;53;3;968468400
666;53;4;1006567200
667;53;4;968554800
668;53;3;968554800
669;53;4;968641200
670;53;5;968641200
546;53;5;1012356000
671;53;4;968641200
497;53;4;1017025200
672;53;3;1017370800
68;53;4;968641200
673;53;5;968641200
674;53;5;968641200
675;53;5;968727600
676;53;5;968727600
677;53;4;968727600
678;53;3;1065927600
679;53;5;968814000
680;53;5;968900400
681;53;3;1087095600
682;53;4;1089082800
683;53;5;1089774000
684;53;4;968986800
685;53;5;1098414000
686;53;5;968986800
687;53;5;969159600
688;53;4;969159600
689;53;3;969159600
484;53;4;969159600
690;53;4;969159600
691;53;1;969246000
692;53;5;1168999200
693;53;5;969332400
694;53;2;969418800
695;53;5;969418800
696;53;5;969505200
697;53;4;969505200
698;53;4;1206932400
699;53;4;969591600
700;53;2;969591600
701;53;3;969591600
208;53;3;1222657200
702;53;4;1224640800
703;53;4;1226628000
696;53;5;969678000
163;53;4;969764400
704;53;5;969764400
705;53;4;969937200
39;53;3;1305514800
706;53;5;970110000
707;53;3;970196400
222;53;5;970282800
708;53;3;970455600
34;53;3;970455600
399;53;3;970542000
709;53;4;970542000
710;53;3;970714800
711;53;4;970801200
712;53;5;970974000
713;53;5;971316000
714;53;5;972871200
715;53;4;972871200
716;53;3;972957600
717;53;4;973303200
718;54;4;963975600
719;54;2;964753200
720;54;4;965358000
102;54;4;967518000
721;54;4;967950000
369;54;5;975549600
425;54;4;977364000
722;54;5;962506800
136;54;5;983415600
433;54;5;968382000
723;54;5;1010800800
434;54;4;1027134000
455;54;3;1112151600
724;54;4;1207364400
208;54;4;1219287600
725;54;5;1244689200
375;54;3;973389600
182;55;2;1032577200
106;55;3;1237863600
726;56;4;961038000
150;56;5;963716400
24;56;5;963716400
12;56;4;963802800
727;56;5;964580400
728;56;4;961556400
720;56;5;965012400
447;56;5;961902000
153;56;5;965703600
91;56;5;965790000
155;56;4;966308400
409;56;5;966308400
729;56;5;966740400
4;56;5;962334000
157;56;5;967690800
338;56;5;976240800
363;56;5;978573600
127;56;5;978832800
730;56;5;979178400
128;56;5;979956000
226;56;4;980388000
731;56;5;981079200
732;56;5;982116000
21;56;4;982288800
733;56;5;984538800
159;56;5;984625200
734;56;5;985057200
735;56;5;986180400
240;56;5;990586800
736;56;5;992746800
391;56;5;993956400
391;56;5;993956400
737;56;4;995338800
170;56;5;997758000
388;56;5;999658800
738;56;5;1002250800
739;56;5;1003543200
653;56;5;1005098400
740;56;5;1006221600
741;56;5;968554800
742;56;5;1030849200
743;56;5;1043805600
744;56;5;1051412400
163;56;5;1054436400
745;56;5;1069120800
139;56;5;1071108000
746;56;5;1080961200
747;56;5;1084503600
748;56;5;1084503600
401;56;5;1087527600
749;56;5;1093834800
35;56;5;1154142000
750;56;4;1163383200
751;56;5;1191898800
752;56;4;1193104800
753;56;5;969505200
754;56;5;1220324400
398;56;5;1223002800
189;56;5;1232935200
755;56;5;1244602800
756;56;5;1246849200
188;56;5;1250218800
757;56;5;1276830000
758;56;5;1304996400
39;56;5;1305601200
163;56;4;970628400
759;56;5;962852400
167;56;4;970714800
760;56;5;971748000
375;56;4;973130400
321;56;5;973908000
761;57;4;983329200
762;57;4;990241200
763;57;5;1005184800
226;57;5;968554800
764;57;5;968727600
765;57;5;968986800
68;57;5;969159600
766;57;3;969764400
346;57;5;969764400
704;57;4;969764400
767;57;4;1361156400
653;57;4;970369200
768;57;5;970714800
369;57;5;971316000
12;58;3;963716400
364;58;1;981424800
160;58;4;988340400
769;58;4;998276400
770;58;4;998535600
161;58;3;1050980400
771;58;2;1279767600
772;58;2;1304650800
773;58;2;970369200
375;58;1;973389600
774;59;5;960865200
24;59;5;963716400
225;59;5;961902000
12;59;5;966049200
482;59;4;967345200
102;59;4;967604400
363;59;4;976845600
129;59;5;978746400
45;59;5;979610400
20;59;5;980215200
249;59;4;983761200
775;59;4;984106800
432;59;5;986785200
776;59;4;988858800
647;59;5;990327600
391;59;4;995079600
322;59;4;968382000
777;59;5;998881200
778;59;5;1000350000
779;59;4;1000436400
780;59;5;1001386800
74;59;4;1002078000
74;59;5;1002510000
781;59;5;1002510000
782;59;5;1005271200
783;59;5;1007172000
205;59;4;1015556400
784;59;4;1041818400
785;59;5;1053486000
786;59;4;1055041200
182;59;4;1072058400
787;59;5;1086836400
788;59;5;1090292400
513;59;4;1123815600
789;59;5;1137722400
790;59;4;1160276400
791;59;5;1161399600
792;59;5;1163383200
793;59;4;1179457200
794;59;5;1190170800
221;59;5;1218510000
795;59;5;1218510000
208;59;4;1219460400
147;59;5;1233367200
62;59;5;1305082800
796;59;5;970196400
375;59;3;973216800
323;59;2;973303200
447;59;4;963198000
797;59;5;963198000
321;60;4;977104800
205;60;5;977364000
131;60;5;982465200
403;60;5;983415600
27;60;5;989809200
320;60;5;993265200
579;60;2;997671600
533;60;4;997930800
163;60;5;998103600
798;60;4;998190000
799;60;4;998276400
800;60;2;998276400
801;60;3;998276400
802;60;5;998362800
803;60;5;998881200
142;60;5;1119582000
176;60;5;1249009200
356;60;2;1294797600
804;60;4;1301108400
62;60;5;1304391600
321;61;5;977104800
205;61;5;978400800
105;61;5;1180148400
805;61;5;1230688800
806;61;2;1245207600
200;61;2;1253761200
807;61;3;1355796000
2;62;4;963370800
462;62;5;963370800
150;62;5;963716400
808;62;5;964753200
809;62;5;961729200
86;62;4;965617200
153;62;5;965703600
91;62;5;965876400
170;62;4;965962800
155;62;5;966308400
810;62;5;962247600
156;62;5;967431600
553;62;5;967604400
157;62;5;967690800
351;62;5;976068000
127;62;5;978832800
730;62;5;979178400
128;62;5;979783200
811;62;5;980733600
812;62;5;981943200
228;62;5;983588400
382;62;5;984193200
159;62;5;984970800
735;62;4;985921200
160;62;5;988426800
