;id_user;id_item;rating;timestamp
53611;316;12078;3;1001559600
18886;2023;4857;5;1280977200
56923;15564;12331;5;1057633200
62860;300;13413;4;1266458400
23051;8568;6084;2;963802800
18467;4755;4680;3;1270954800
36557;573;7632;3;973389600
64361;16785;13698;5;1293588000
26945;2455;6289;4;1132884000
49266;14172;11222;5;1225072800
9433;2812;2343;5;1142478000
21540;8131;6016;5;965962800
11574;278;3031;4;1301886000
67731;291;14435;3;999918000
44545;1781;9522;2;1264989600
4750;876;920;5;1308798000
17487;7238;4502;4;1124766000
66948;14692;14399;3;963457200
68037;5819;14447;5;1215486000
24561;8991;6152;5;1059274800
66733;1402;14386;4;1258509600
37359;513;7720;5;1093402800
19116;7565;4971;5;1376794800
65706;301;14302;3;1379905200
70257;1711;15041;3;1253502000
31113;10736;6852;5;1268190000
59977;16116;12959;5;1147143600
55107;1989;12145;5;1331953200
8678;161;2273;4;990846000
44645;1717;9573;4;1269572400
45352;4840;9950;4;1346900400
41158;5953;8651;4;1150858800
41374;819;8695;5;1210042800
26983;9690;6291;5;1074564000
36544;11808;7632;5;1016766000
65043;40;13993;4;1292896800
61632;3915;13199;5;1002423600
46401;2636;10204;4;1071885600
18180;1743;4632;5;1311562800
52762;1545;12007;5;1212289200
11575;4749;3032;5;1301886000
57798;15757;12405;1;1076378400
28888;10207;6586;5;1162951200
47223;12572;10423;5;1133316000
68717;9574;14507;4;1045537200
48034;945;10780;4;1138154400
35727;238;7584;5;965012400
56904;3626;12329;5;1179111600
33775;8527;7378;4;965617200
38580;6997;7880;4;1144465200
62394;16534;13341;5;1211166000
914;555;51;4;991882800
59350;2581;12682;3;1002510000
50915;14509;11782;5;1385431200
6733;3255;1847;2;1111287600
45561;1075;10062;2;1369018800
4930;1451;1040;5;1254970800
53371;155;12059;1;966999600
17868;1685;4587;4;1213585200
39606;562;8162;5;1274410800
27983;127;6371;4;979264800
55855;15325;12237;5;1010455200
64219;16763;13666;4;1278385200
1236;346;57;5;969764400
7441;3627;2213;3;969418800
58935;794;12516;5;1197424800
18699;1075;4765;2;1288836000
57379;9397;12364;4;1082516400
37143;8013;7700;5;1154487600
34820;11500;7489;5;1096599600
34022;200;7392;5;1246071600
20720;1823;5558;3;1257386400
34879;27;7494;5;989290800
62808;5849;13410;2;1188356400
33423;35;7332;5;1124679600
60782;1644;13098;5;1182049200
69181;17323;14555;4;1094526000
11133;1438;2826;3;1291514400
67618;8150;14432;1;969332400
40354;12494;8405;2;1246330800
2906;1626;314;5;1236740400
16981;7089;4335;5;1132106400
39539;299;8125;5;1219719600
60228;2070;12981;4;1120446000
48281;4869;10881;5;1187751600
26007;2000;6239;3;1019012400
56936;15567;12331;4;1070416800
34977;6210;7508;5;984711600
13588;356;3845;5;1227578400
39962;1423;8283;5;1250650800
9811;745;2392;5;1169258400
53849;4856;12089;5;1079060400
38670;1075;7893;3;1087182000
2460;520;202;5;1153537200
13201;5602;3648;5;1157770800
35320;11578;7551;5;1058583600
21613;8149;6016;5;1140750000
55954;980;12242;5;1020135600
56499;15453;12297;5;1034132400
12080;3964;3171;5;960433200
18259;1839;4644;2;1227405600
36983;226;7680;5;992574000
7187;3315;2074;4;1177815600
40240;6353;8358;5;962938800
60389;11874;13019;5;1169776800
51892;9113;11959;4;983329200
70837;1645;15234;4;1192330800
45745;4112;10113;5;984538800
20628;7149;5514;5;1119409200
5152;170;1176;4;981856800
34228;3615;7423;4;978487200
28775;8058;6565;5;1214017200
69156;7807;14553;5;1108778400
2834;1698;309;5;1223262000
690;136;43;4;1025233200
42002;2326;8855;4;1044928800
48354;1607;10928;5;1138672800
38723;1140;7893;3;1178852400
57017;3237;12336;4;1154142000
3412;1912;431;5;1270004400
38943;12318;7920;4;1098327600
11986;4085;3165;5;990673200
7963;1732;2246;5;977623200
69271;804;14566;5;1241406000
1020;630;53;2;983242800
24619;157;6156;3;967690800
61439;200;13189;2;1255748400
61397;7939;13181;2;1089255600
26539;8600;6267;5;1061175600
28503;106;6510;3;1240023600
5189;2607;1177;5;976068000
44256;1915;9370;4;1283569200
9658;1068;2357;2;1207105200
29738;2326;6672;1;1038967200
18631;7494;4732;1;1258336800
50582;14442;11649;5;1233885600
64245;40;13668;4;1252378800
50616;5425;11652;4;1221102000
47882;1607;10702;5;1136944800
28237;200;6436;4;1226455200
54728;2462;12123;5;1238122800
46927;1081;10313;4;997671600
44310;1769;9386;3;1301713200
38739;1225;7894;5;1088478000
15646;733;4170;4;1018148400
63113;1607;13485;4;1222398000
42113;2564;8891;4;1166061600
53754;3719;12088;5;968727600
22509;3679;6068;4;963370800
20210;5344;5269;5;1133834400
26460;1538;6265;5;1179630000
51288;619;11917;1;964407600
31938;304;6960;5;1254193200
56896;5047;12329;5;1091588400
56612;12057;12309;5;1065754800
12474;1911;3238;4;1297044000
24155;8914;6125;5;1013133600
49622;14234;11328;3;1151377200
55942;477;12242;3;1005098400
51316;1260;11918;4;1066014000
42290;1203;8917;4;1211684400
12366;5188;3208;5;1142650800
54301;8338;12104;5;963370800
10001;4573;2489;4;1157684400
41691;1075;8765;4;1161572400
6006;2079;1428;5;1362279600
7551;779;2218;4;1000350000
6077;1016;1451;4;1086577200
59104;2267;12598;4;1152759600
8409;4006;2262;2;964148400
71902;1333;15658;3;1365390000
7302;1911;2141;5;1261360800
15601;6481;4168;5;1239764400
33531;62;7361;5;1374289200
22540;8359;6068;4;963630000
49646;1343;11341;4;1149735600
62564;1799;13376;5;1265508000
41970;8977;8851;5;1181617200
28472;10097;6491;5;1292032800
39277;1333;7996;2;1376708400
29927;10444;6700;5;1089255600
11872;1359;3154;4;1268190000
3154;1826;369;4;1251255600
65173;3484;14056;5;1330225200
14780;14;4142;4;967604400
2056;1249;101;4;1094094000
2635;119;242;3;1317870000
2880;1727;314;4;1214017200
10601;1075;2669;1;1209610800
25222;9192;6174;4;994820400
37889;1575;7780;5;1337655600
31624;10866;6931;4;1212548400
40782;40;8572;3;1262656800
53719;161;12088;4;986698800
71461;2203;15498;5;1280199600
29583;5555;6658;3;1218337200
72606;2121;16082;3;1357524000
11639;2082;3073;5;1334372400
34010;142;7391;4;1078801200
7510;3656;2217;5;1100311200
37576;2349;7741;4;1140750000
56501;15455;12297;5;1034305200
45286;40;9914;3;1334458800
37528;558;7740;5;1050462000
19554;7702;5072;5;990154800
37081;11921;7689;5;994906800
12453;1377;3231;5;1138759200
12253;5030;3175;4;963543600
18783;7509;4812;5;1268708400
43152;12958;9133;5;1233885600
29802;106;6685;1;1216263600
611;416;40;4;980560800
59727;16086;12849;5;1142564400
26051;1132;6240;3;1014606000
32119;10947;7008;5;1054609200
13688;5782;3877;5;1341111600
63746;2505;13581;4;1256004000
38323;4649;7839;5;1108000800
42204;1545;8905;4;1219114800
37245;11942;7707;4;1083553200
63;64;3;4;976068000
1439;841;65;5;1058670000
20559;1125;5481;1;1169431200
21148;40;5776;4;1312858800
31944;119;6962;3;1304996400
54351;15054;12105;5;963457200
49300;3338;11236;5;1244516400
13954;1363;4044;4;1306465200
58055;2696;12431;4;1078974000
29854;10423;6694;5;1144119600
45458;1825;10012;4;1359079200
39705;11900;8210;5;982465200
56666;15497;12313;5;1056078000
60591;3142;13050;4;1249527600
15223;6305;4161;2;998362800
67010;16914;14399;4;1037066400
20995;1075;5695;3;1209351600
17876;1811;4588;5;1203476400
41787;1249;8795;4;1303441200
9837;1493;2406;3;1147143600
56580;15486;12304;2;1047697200
28246;10041;6439;5;1139536800
14861;6163;4146;4;1096340400
50806;2074;11722;5;1325383200
18002;6963;4611;5;1288922400
6823;3318;1887;2;1185246000
15840;497;4180;5;1037930400
11290;2124;2887;4;1333335600
65158;1911;14044;5;1296352800
23732;8765;6119;5;980128800
22645;209;6068;5;964666800
26829;9634;6283;4;1067392800
10530;4715;2647;4;1213844400
51212;2073;11912;5;1303527600
37041;640;7681;5;991364400
31002;6282;6840;5;1230948000
1076;667;53;4;968554800
72203;2067;15836;4;1308020400
22339;313;6053;3;963457200
16500;6929;4207;5;1106877600
35394;27;7559;4;1001818800
61661;874;13199;5;1092538800
54300;2102;12103;5;1361934000
39225;1359;7967;4;1268190000
26066;800;6240;4;1020135600
55141;4242;12149;5;1003716000
22235;3762;6047;5;976327200
915;182;51;4;1028343600
68933;1333;14525;3;1337569200
33515;11252;7357;4;1369018800
8841;2254;2289;4;1158980400
11224;2545;2865;5;1267066800
53487;14905;12075;5;1104976800
22823;1928;6068;2;1330743600
13975;4882;4061;5;1294192800
31841;200;6954;1;1213066800
48721;14036;11048;5;1138068000
58251;11846;12450;4;1109127600
18051;5734;4625;4;1198548000
6581;1782;1767;5;1233885600
55241;9139;12161;5;1087527600
55051;4148;12139;1;988254000
59389;6436;12690;4;1116903600
6962;1281;1965;4;1181444400
17205;1618;4421;4;1130724000
38872;12289;7919;5;1053486000
70895;297;15259;3;1219114800
49847;1127;11405;4;1178679600
50736;13726;11691;5;1163901600
39283;1333;7999;4;1298343600
52817;8698;12014;4;963889200
10445;4699;2614;4;1193277600
41123;161;8643;5;1143946800
30357;978;6746;5;1072144800
8098;389;2251;5;999831600
24707;8133;6159;4;962074800
12106;579;3173;5;994820400
37781;978;7773;1;1012528800
70538;1786;15123;2;1296698400
24001;6000;6120;2;965617200
4675;2447;874;5;1192244400
36393;1052;7626;3;1053140400
49347;11694;11251;5;1202868000
67927;17168;14436;5;1002769200
61802;5589;13221;3;1192071600
62365;3511;13339;5;1180580400
2390;1435;193;3;1180062000
41246;1422;8662;5;1199066400
71189;2067;15363;4;1322964000
47697;949;10603;5;1191812400
48783;13329;11060;5;1189220400
67987;147;14442;4;1232762400
33834;340;7378;4;984020400
42707;9845;9023;4;1114398000
60105;585;12975;5;991105200
28019;3634;6375;2;1202176800
49009;3485;11128;5;1259460000
4018;2033;659;2;1351044000
32478;1171;7087;4;1162350000
2663;461;256;2;1267585200
23448;14;6112;4;967604400
14119;5135;4109;4;972871200
60501;16206;13035;5;1143687600
17678;2102;4537;5;1376881200
47725;140;10616;4;1127098800
27512;356;6317;5;1283137200
48454;13969;10979;4;1237258800
3690;356;511;5;1286420400
70152;857;15020;5;1235703600
64021;1075;13640;2;1239159600
18869;62;4846;5;1334113200
10792;1257;2725;4;1258077600
12076;5037;3170;5;1120446000
37151;289;7701;1;1001214000
20622;7584;5510;5;1174100400
21239;40;5847;4;1316314800
54574;15118;12105;5;962766000
40232;1607;8358;4;1216522800
31159;1384;6858;5;1188270000
59312;453;12671;5;1155006000
21685;200;6018;5;1263780000
10215;1075;2549;4;1164765600
44260;200;9371;5;1326592800
69980;182;14939;2;1130637600
54439;11;12105;5;965703600
64341;1854;13698;2;1251601200
27390;960;6314;5;1089342000
8137;340;2252;5;982638000
26014;9377;6239;5;1033268400
69882;4620;14901;4;1248750000
62018;16464;13260;4;1161918000
19669;4400;5091;4;1025060400
2676;409;259;5;1247108400
13547;1911;3824;5;1272682800
58067;1075;12433;5;1083812400
57257;4265;12357;3;1081738800
23646;8467;6119;5;965790000
27;28;1;4;968554800
1224;167;56;4;970714800
34341;11412;7427;5;960260400
3467;1938;447;5;1267930800
33163;1825;7294;2;1367895600
67037;20;14400;4;980301600
19625;4317;5083;5;1075773600
40519;826;8485;5;1108778400
20120;807;5227;1;1204254000
19048;2577;4932;5;1382925600
54594;3887;12105;5;972612000
58942;15036;12516;5;974599200
26610;9552;6268;5;1107136800
61306;1127;13167;5;1217127600
263;214;20;4;1002942000
7673;3720;2226;3;985143600
26415;9475;6263;5;1094353200
71237;17501;15384;3;1217905200
6024;518;1431;3;1141182000
61342;205;13180;4;1032750000
1945;1160;94;4;1066874400
67991;129;14444;5;980733600
13743;771;3919;5;1310958000
19069;7556;4939;4;1317524400
14961;733;4153;4;989636400
9095;4238;2312;5;1004752800
16017;6691;4186;5;1088478000
50644;807;11660;4;1231984800
34362;2341;7432;4;1077505200
67021;12138;14399;4;969505200
59716;1607;12842;3;1189306800
38928;333;7919;5;963284400
32880;1918;7178;4;1285815600
11347;1068;2920;4;1271473200
32715;1249;7135;4;1302490800
37655;3960;7754;5;1048734000
44029;13142;9298;3;1305687600
68836;269;14516;3;1101434400
3774;40;545;3;1367204400
65438;7084;14173;5;1383616800
29853;1432;6694;5;1141873200
66955;8197;14399;4;964839600
67053;17004;14400;4;1051498800
28006;9981;6375;5;1103248800
49238;235;11218;4;1215572400
55516;6236;12193;3;997326000
43224;11697;9153;5;980906400
7301;1548;2141;4;1257127200
45721;13270;10110;3;1218164400
35911;121;7584;5;962938800
13911;5844;4012;4;1188874800
72479;1075;16000;1;1332903600
59861;16100;12918;5;1134352800
21829;6057;6027;2;963025200
69835;11599;14888;5;1233194400
61578;9176;13199;5;980560800
65340;62;14146;2;1371783600
17160;7139;4413;5;1070762400
91;44;4;5;978141600
56869;2413;12327;5;1206068400
6563;3128;1755;4;1292292000
72084;1452;15765;3;1279508400
70480;1607;15097;3;1212462000
10501;300;2633;4;1268622000
39211;5430;7961;4;1119927600
46162;1258;10179;5;1102384800
47377;13739;10481;5;1154055600
72359;2034;15920;5;1307502000
72023;1657;15722;4;1275274800
31920;301;6958;4;1276743600
42235;1452;8906;4;1268708400
27357;5599;6312;3;1121050800
24373;3776;6142;2;990586800
68173;17185;14465;4;999831600
46955;3568;10320;4;1139104800
43320;40;9179;3;1275015600
6320;1360;1604;3;1131069600
20483;5344;5442;4;1131415200
34509;356;7443;5;1236222000
18487;305;4683;3;1231984800
66143;90;14326;3;981943200
65124;1786;14027;3;1305082800
42595;4386;8997;2;1178938800
49222;3338;11204;4;1244516400
14001;1801;4086;4;1352167200
4116;2157;681;3;987562800
31388;10825;6888;4;1152846000
10264;4654;2560;5;1152241200
40839;2559;8586;5;1225764000
60270;4172;12988;5;1156906800
33793;171;7378;3;966308400
66401;14663;14350;4;985575600
7819;3796;2229;5;963284400
47182;299;10411;5;1230775200
33641;3633;7372;4;988081200
50829;40;11739;3;1306378800
49403;1760;11267;5;1211252400
5891;1652;1363;5;1211425200
65169;1249;14052;3;1304132400
4184;2199;687;1;1088996400
39944;807;8274;4;1371524400
6327;1360;1611;5;1130983200
8358;3991;2256;5;1074564000
6270;1666;1565;5;1202954400
30358;10567;6746;5;1072144800
22698;8467;6068;4;965790000
57031;5263;12338;3;1067824800
70511;1343;15114;1;1161140400
27603;767;6323;3;1362452400
68438;12521;14488;5;1080615600
47641;188;10578;5;1243220400
10830;1748;2733;5;1242788400
52911;8123;12016;5;964407600
16707;1456;4244;5;1342407600
14079;161;4105;4;982288800
72434;1824;15967;2;1350270000
57083;1133;12342;5;1056769200
590;200;37;3;1213239600
23751;163;6119;5;982202400
339;260;23;5;992746800
260;159;20;5;984798000
3711;1972;521;4;1322618400
41280;12734;8664;5;1180839600
41677;9930;8757;4;1185591600
2360;945;183;2;1306378800
15984;6667;4186;5;1077937200
51552;3795;11922;3;971056800
18851;1627;4834;3;1274065200
12357;2897;3204;5;1006740000
4903;2070;1022;5;1322877600
15536;3786;4168;3;1086058800
15579;6465;4168;5;1197079200
33425;10003;7332;5;1181098800
15323;3894;4167;5;1005530400
60052;316;12975;4;988167600
61246;16340;13164;5;1139709600
52481;163;11986;3;1038794400
23151;4970;6097;5;964062000
29215;716;6617;3;1001991600
46123;13372;10176;5;1069034400
32978;1801;7211;1;1303009200
10954;771;2776;2;1296180000
15377;1073;4167;4;1013306400
6601;3128;1786;3;1282014000
15587;6470;4168;5;1218078000
41555;11437;8720;5;1230170400
35672;1333;7582;5;1292724000
34013;185;7391;5;1260756000
62700;1457;13393;1;1183950000
14763;2645;4140;4;973130400
69358;1333;14613;5;1260064800
38412;973;7852;5;1094871600
9207;4287;2319;2;1055991600
53208;2825;12034;4;1144897200
23205;264;6098;4;997326000
10299;1036;2572;5;1218855600
32865;1674;7175;5;1289354400
30237;9989;6728;5;1055214000
8315;3976;2254;5;1140663600
64999;7529;13964;5;1276916400
23763;248;6119;5;984366000
22704;8471;6068;4;966049200
67666;9304;14434;1;1002164400
60414;16188;13021;4;1132624800
65334;1343;14143;4;1308279600
16490;6923;4207;5;1092970800
13593;1827;3846;4;1217127600
54431;1148;12105;4;965358000
32362;1878;7070;2;1266026400
20796;8029;5599;4;1189134000
20316;4882;5332;4;1282446000
2709;356;271;5;1241319600
71709;1848;15597;4;1254625200
45167;1333;9825;4;1302750000
7253;3560;2109;5;1214535600
49990;6046;11448;5;1205031600
61193;4580;13164;5;1082430000
60163;11219;12975;5;1045623600
14276;5962;4116;2;981770400
72244;16746;15860;3;1296957600
34309;11407;7423;5;1175050800
35166;447;7534;5;963111600
57785;15753;12404;5;1075082400
21778;238;6027;4;965012400
60359;1068;13008;4;1190516400
60893;12565;13120;5;1155092400
24144;8910;6125;5;983242800
27646;1068;6325;5;1230861600
27730;1260;6331;4;1114830000
70623;17464;15157;4;1182222000
53092;1674;12025;5;1252638000
2662;1599;255;5;1188615600
34141;11233;7408;5;1046919600
32687;1075;7131;2;1286938800
55175;2843;12153;3;1125630000
67958;3848;14436;3;973908000
9398;1143;2342;4;1095735600
51950;200;11960;4;1274497200
15689;1017;4172;2;1159326000
69185;1035;14555;3;1096254000
68391;1175;14482;4;1086663600
32521;11017;7095;4;1101261600
16226;5328;4198;3;1081825200
28407;2402;6473;5;1186110000
47626;1848;10576;5;1242097200
48005;1607;10763;5;1131242400
5960;2886;1407;5;1199930400
34638;321;7463;5;976932000
43639;1452;9252;4;1249873200
46836;13597;10296;5;1228269600
43773;1906;9264;5;1246244400
48598;11703;11016;5;1183950000
25716;716;6212;3;998276400
4989;1249;1088;4;1303182000
58231;10792;12444;5;1200189600
48576;1575;11009;5;1181444400
8291;238;2254;4;965012400
50280;14344;11568;5;1203562800
7786;182;2227;3;1038967200
53223;957;12036;4;1138240800
60565;1799;13042;5;1265767200
5025;2037;1115;4;1359856800
213;183;14;2;1016593200
44366;5778;9405;3;1282014000
9832;1607;2402;4;1219633200
70496;1550;15106;2;1183777200
58389;4258;12462;5;1145070000
52000;14677;11963;5;992746800
54403;5090;12105;5;964666800
4452;255;785;5;990759600
6763;3278;1861;5;1136340000
41678;1343;8758;5;1168912800
37580;182;7742;5;1019271600
64128;1627;13655;1;1252033200
68962;9196;14529;4;1085194800
62372;12574;13341;4;1162090800
16939;7073;4313;4;1133920800
67542;825;14429;3;970455600
15818;6592;4179;4;1188097200
55531;8569;12193;3;1046314800
19849;4580;5123;5;1075600800
13489;1781;3771;5;1230775200
7932;190;2243;2;963802800
10005;200;2489;4;1242442800
67298;12;14428;4;963802800
12542;5275;3248;5;1148094000
61034;7249;13129;5;1151982000
65342;2034;14147;4;1307502000
33430;11032;7332;5;1267671600
30660;61;6789;4;1218337200
18672;200;4755;3;1265421600
40438;807;8446;4;1147575600
9871;1330;2425;5;1151204400
66444;1333;14350;4;1383012000
48524;61;10992;5;1221102000
59560;16057;12782;5;1156906800
56216;3274;12268;5;1123642800
59891;1257;12924;3;1238209200
3845;119;565;4;1316401200
65685;1068;14289;4;1372129200
61553;2606;13199;4;966135600
30180;454;6718;3;1236740400
48099;1345;10811;4;1183604400
9652;4480;2357;2;1108692000
26657;1077;6272;4;1053658800
63004;1655;13454;2;1189047600
20569;4268;5485;4;1138672800
70542;1343;15127;2;1170727200
50250;3542;11554;4;1154746800
69482;5971;14686;5;1114657200
10434;1075;2611;2;1187665200
59536;2073;12765;5;1227232800
33728;23;7373;4;983674800
69987;461;14941;4;1305514800
56314;14989;12279;4;1104544800
69725;2661;14828;1;1127358000
38202;3672;7818;4;1059447600
43367;1143;9208;3;1211943600
41110;12698;8640;5;1237172400
54171;2683;12102;5;990846000
30896;205;6819;5;982897200
8954;4206;2301;3;1087614000
62022;5630;13262;4;1230516000
32341;10979;7070;4;1258164000
64325;356;13696;4;1248145200
43556;1875;9241;5;1251687600
34642;11466;7463;5;1140228000
61407;200;13181;4;1270522800
33702;1605;7372;5;1195869600
21934;4571;6032;3;979437600
54398;15079;12105;5;964580400
55208;15237;12155;5;1255489200
42561;40;8982;4;1264644000
61136;447;13148;4;963111600
25314;9207;6184;1;983847600
22634;5946;6068;4;964580400
69458;119;14673;3;1339124400
31630;1020;6933;5;1356141600
61080;12071;13139;3;1243566000
20920;7891;5656;5;1188702000
37032;355;7680;1;1080702000
20877;1824;5632;5;1273201200
3215;1020;392;5;1346036400
11733;40;3131;4;1380078000
10770;4762;2715;4;1281668400
18994;2063;4896;5;1381546800
39169;5715;7951;5;1200276000
26576;9532;6267;4;1126407600
27939;3833;6365;5;1039917600
30222;378;6728;5;983761200
6411;3102;1656;5;1130292000
20674;145;5534;5;1147834800
5767;682;1313;5;1082602800
40991;10133;8629;4;1302404400
47931;300;10730;4;1268622000
49171;14143;11194;5;1173582000
14397;369;4127;5;966394800
60721;4602;13087;4;1142391600
43125;1618;9131;4;1213844400
28162;10030;6416;5;1217818800
58668;1626;12479;5;1230602400
5346;135;1188;5;1014087600
52380;378;11984;4;985057200
61918;14357;13241;5;1214362800
55618;12212;12208;5;1079751600
218;187;14;4;1138845600
63245;1343;13507;4;1212894000
69509;14261;14705;4;1151722800
2810;1680;309;5;1211943600
62023;1911;13262;3;1230861600
34967;2467;7506;3;1103162400
33240;1042;7332;5;1042077600
39942;5520;8272;4;1158462000
72105;1249;15775;1;1303354800
56683;15501;12314;4;1048129200
11189;1657;2857;3;1281236400
33960;111;7388;5;964494000
28498;119;6507;2;1304046000
9740;447;2375;4;961902000
58238;1393;12446;5;1086058800
52225;289;11978;5;999399600
15109;96;4157;5;1015383600
27561;9864;6322;4;1200362400
13496;5719;3777;4;1224554400
4426;943;778;2;1305082800
5442;2730;1204;5;1128567600
52359;6416;11984;4;981079200
30029;10487;6701;5;1075773600
54737;62;12123;5;1299207600
30735;10647;6795;5;1128222000
59961;3797;12959;4;963370800
14775;242;4142;5;964321200
38841;4988;7919;5;963370800
56121;61;12257;5;1214794800
27075;106;6294;1;1226455200
34300;11403;7423;5;1077418800
46789;161;10296;5;992833200
3821;2069;557;4;1327370400
14580;3484;4131;5;1247281200
53273;24;12043;5;968554800
71483;5199;15500;3;1331434800
65823;849;14313;2;979092000
906;301;50;4;1304564400
3973;2110;632;4;1341198000
13648;5770;3849;4;1380942000
60874;2581;13120;5;999486000
3296;1874;408;5;1254193200
20981;1343;5685;3;1282532400
41505;2478;8711;5;1300849200
68446;17216;14488;4;1093402800
15337;920;4167;5;1006135200
63152;40;13491;3;1249959600
62273;13717;13319;4;1213930800
24748;21;6159;5;982116000
54836;15166;12134;5;964321200
12376;5192;3213;5;1033959600
56723;3864;12316;2;1079492400
39591;9954;8155;5;1138932000
45827;13289;10128;4;1105927200
5963;1260;1407;5;1206846000
322;182;23;5;977709600
6074;1522;1448;3;1243220400
43447;1127;9215;2;1253242800
60608;308;13054;4;994906800
2471;182;203;4;1131328800
5991;1393;1418;5;1266980400
50123;5523;11495;4;1167962400
47262;3258;10438;5;1149822000
43117;62;9128;5;1313463600
20161;201;5258;5;1240282800
67961;17171;14436;5;973994400
61230;1261;13164;4;1104372000
35775;9;7584;3;979092000
53833;1051;12089;5;992142000
67752;17111;14435;4;968814000
72027;1075;15724;2;1286766000
69617;3525;14764;5;1139450400
54773;15157;12129;4;1074736800
27913;42;6363;5;970110000
28757;10173;6565;5;1162864800
39607;7830;8163;3;1143082800
60011;1343;12973;3;1145674800
41157;1333;8650;2;1357092000
20715;1768;5557;3;1162436400
166;150;12;4;963716400
55663;139;12213;4;1087182000
39917;12492;8257;5;1183518000
62619;61;13382;4;1220065200
49674;2385;11349;5;1159498800
65202;16858;14067;5;1329098400
56154;15376;12263;5;1069380000
8755;4146;2278;4;991364400
38429;2846;7854;5;1105063200
60902;16272;13120;3;1207450800
17123;280;4395;3;969850800
57943;5002;12418;5;1076119200
51001;876;11835;3;1366081200
58531;1075;12468;3;1093143600
32768;1075;7148;2;1277348400
44848;200;9671;3;1327716000
71380;2023;15446;3;1267066800
27974;147;6366;3;1230602400
11842;4928;3154;5;990673200
57430;1368;12369;3;1137549600
30170;10538;6713;4;1155956400
39006;161;7928;4;1136253600
25238;8804;6174;4;1042077600
48239;7147;10866;5;1127876400
20777;8022;5594;4;1150081200
32924;200;7191;3;1333335600
60185;1143;12975;4;1100138400
114;109;6;5;1234839600
15434;1377;4167;5;1140490800
40384;2666;8417;5;1249095600
39364;1522;8042;5;1183172400
6862;3341;1914;4;1121396400
8030;2451;2249;5;1255316400
12443;5223;3231;5;1014433200
8174;257;2252;4;995511600
18371;4701;4653;5;1226282400
64226;1846;13667;4;1245898800
15706;6535;4172;5;1306378800
