algorithm,hiperparams,batch_size,interaction_number,user_id,item_id,recommendations
ALS,{},,31,91,35,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,32,91,39,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,33,91,181,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,34,306,106,"[59, 156, 85, 60, 185, 83, 6, 168, 52, 3]"
ALS,{},,35,91,6,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,36,91,84,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,37,91,33,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,38,91,75,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,39,91,29,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,40,91,62,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,41,91,64,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,42,91,63,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,43,91,21,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,44,91,17,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,45,91,99,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,46,91,3,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,47,91,60,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,48,91,157,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,49,91,23,"[113, 33, 127, 141, 68, 98, 17, 129, 39, 79]"
ALS,{},,50,278,109,"[74, 158, 157, 110, 3, 163, 164, 153, 63, 26]"
ALS,{},,51,797,59,"[127, 98, 37, 197, 118, 126, 13, 131, 140, 125]"
ALS,{},,52,592,35,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,53,592,17,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,54,592,22,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,55,592,105,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,56,592,118,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,57,592,36,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,58,592,122,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,59,592,21,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,60,592,143,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,61,592,79,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,62,592,33,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,63,542,163,"[168, 163, 68, 6, 46, 172, 185, 42, 35, 154]"
ALS,{},,64,542,185,"[168, 163, 68, 6, 46, 172, 185, 42, 35, 154]"
ALS,{},,65,542,6,"[168, 163, 68, 6, 46, 172, 185, 42, 35, 154]"
ALS,{},,66,542,46,"[168, 163, 68, 6, 46, 172, 185, 42, 35, 154]"
ALS,{},,67,592,76,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,68,592,53,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,69,592,169,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,70,592,88,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,71,592,189,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,72,592,133,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,73,592,55,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,74,592,20,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,75,592,196,"[111, 131, 57, 132, 85, 3, 129, 82, 93, 54]"
ALS,{},,76,869,143,"[143, 64, 70, 46, 167, 121, 51, 78, 176, 61]"
ALS,{},,77,869,176,"[143, 64, 70, 46, 167, 121, 51, 78, 176, 61]"
ALS,{},,78,869,167,"[143, 64, 70, 46, 167, 121, 51, 78, 176, 61]"
ALS,{},,79,306,168,"[59, 156, 85, 60, 185, 83, 6, 168, 52, 3]"
ALS,{},,80,306,53,"[59, 156, 85, 60, 185, 83, 6, 168, 52, 3]"
ALS,{},,81,0,110,"[93, 164, 117, 145, 133, 174, 116, 84, 122, 53]"
ALS,{},,82,850,103,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,83,850,126,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,84,850,10,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,85,850,99,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,86,850,66,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,87,850,167,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,88,850,5,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,89,850,17,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,90,850,1,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,91,850,58,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,92,850,64,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,93,850,19,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,94,850,60,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,95,267,53,"[61, 172, 35, 78, 127, 133, 19, 112, 185, 77]"
ALS,{},,96,194,65,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,97,194,35,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,98,194,46,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,99,194,42,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,100,194,96,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,101,194,160,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,102,194,45,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,103,194,48,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,104,194,43,"[10, 140, 122, 33, 141, 113, 133, 193, 129, 123]"
ALS,{},,105,206,168,"[42, 25, 10, 77, 32, 169, 187, 154, 172, 168]"
ALS,{},,106,129,141,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,107,129,67,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,108,129,89,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,109,129,194,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,110,129,176,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,111,129,75,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,112,129,58,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,113,129,19,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,114,129,76,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,115,129,23,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,116,129,118,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,117,129,45,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,118,129,41,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,119,129,43,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,120,129,87,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,121,129,26,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,122,129,145,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,123,129,150,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,124,129,20,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,125,129,191,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,126,285,124,"[59, 129, 82, 131, 3, 74, 93, 158, 16, 23]"
ALS,{},,127,285,123,"[59, 129, 82, 131, 3, 74, 93, 158, 16, 23]"
ALS,{},,128,285,52,"[59, 129, 82, 131, 3, 74, 93, 158, 16, 23]"
ALS,{},,129,285,102,"[59, 129, 82, 131, 3, 74, 93, 158, 16, 23]"
ALS,{},,130,850,49,"[127, 132, 110, 123, 111, 98, 37, 117, 118, 65]"
ALS,{},,131,683,98,"[116, 0, 82, 3, 23, 16, 65, 48, 58, 153]"
ALS,{},,132,683,87,"[116, 0, 82, 3, 23, 16, 65, 48, 58, 153]"
ALS,{},,133,683,26,"[116, 0, 82, 3, 23, 16, 65, 48, 58, 153]"
ALS,{},,134,683,58,"[116, 0, 82, 3, 23, 16, 65, 48, 58, 153]"
ALS,{},,135,797,109,"[127, 98, 37, 197, 118, 126, 13, 131, 140, 125]"
ALS,{},,136,112,105,"[131, 65, 193, 141, 129, 138, 111, 113, 112, 198]"
ALS,{},,137,112,106,"[131, 65, 193, 141, 129, 138, 111, 113, 112, 198]"
ALS,{},,138,112,138,"[131, 65, 193, 141, 129, 138, 111, 113, 112, 198]"
ALS,{},,139,769,107,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,140,769,110,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,141,769,137,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,142,769,127,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,143,769,141,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,144,769,124,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,145,769,198,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,146,769,9,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,147,769,103,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,148,769,35,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,149,769,37,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,150,769,8,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,151,769,36,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,152,769,2,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,153,769,116,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,154,769,0,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,155,769,171,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,156,769,164,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,157,769,13,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,158,769,118,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,159,769,52,"[59, 58, 57, 6, 3, 17, 54, 93, 27, 85]"
ALS,{},,160,42,107,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,161,42,125,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,162,42,127,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,163,42,128,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,164,42,9,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,165,42,0,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,166,42,183,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,167,42,13,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,168,42,17,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,169,42,133,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,170,471,123,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,171,471,198,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,172,471,16,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,173,471,65,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,174,471,103,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,175,471,35,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,176,471,39,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,177,471,149,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,178,471,97,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,179,471,41,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,180,471,162,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,181,471,80,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,182,471,43,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,183,471,17,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,184,471,61,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,185,471,93,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,186,471,156,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,187,471,68,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,188,471,72,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,189,471,185,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,190,471,67,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,191,471,31,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,192,471,82,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,193,42,88,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,194,471,20,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,195,42,80,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,196,42,59,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,197,42,33,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,198,42,72,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,199,42,19,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,200,42,170,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,201,471,83,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,202,42,5,"[132, 59, 142, 3, 123, 57, 27, 80, 33, 43]"
ALS,{},,203,471,92,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,204,471,60,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,205,471,62,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,206,471,85,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,207,471,73,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,208,471,19,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,209,471,95,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,210,471,75,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,211,471,189,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,212,471,55,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,213,471,148,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,214,471,188,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,215,471,94,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,216,471,155,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,217,471,59,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,218,471,91,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,219,471,196,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,220,471,178,"[33, 17, 59, 65, 6, 127, 123, 113, 9, 39]"
ALS,{},,221,778,16,"[16, 65, 42, 60, 25, 31, 37, 75, 49, 58]"
ALS,{},,222,778,38,"[16, 65, 42, 60, 25, 31, 37, 75, 49, 58]"
ALS,{},,223,778,75,"[16, 65, 42, 60, 25, 31, 37, 75, 49, 58]"
ALS,{},,224,778,30,"[16, 65, 42, 60, 25, 31, 37, 75, 49, 58]"
ALS,{},,225,660,46,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,226,660,60,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,227,660,68,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,228,660,133,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,229,660,16,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,230,660,14,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,231,660,85,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,232,660,169,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,233,660,65,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,234,660,3,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,235,660,167,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,236,660,0,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,237,660,64,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,238,660,157,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,239,660,93,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,240,660,49,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,241,660,74,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,242,660,78,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,243,660,174,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,244,660,57,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,245,660,82,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,246,660,170,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,247,660,88,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,248,232,172,"[133, 169, 10, 43, 59, 154, 70, 168, 68, 173]"
ALS,{},,249,232,168,"[133, 169, 10, 43, 59, 154, 70, 168, 68, 173]"
ALS,{},,250,232,4,"[133, 169, 10, 43, 59, 154, 70, 168, 68, 173]"
ALS,{},,251,660,30,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,252,660,58,"[10, 60, 31, 67, 49, 19, 62, 42, 17, 29]"
ALS,{},,253,199,117,"[60, 59, 33, 32, 19, 82, 49, 88, 48, 57]"
ALS,{},,254,199,41,"[60, 59, 33, 32, 19, 82, 49, 88, 48, 57]"
ALS,{},,255,199,37,"[60, 59, 33, 32, 19, 82, 49, 88, 48, 57]"
ALS,{},,256,199,39,"[60, 59, 33, 32, 19, 82, 49, 88, 48, 57]"
ALS,{},,257,199,0,"[60, 59, 33, 32, 19, 82, 49, 88, 48, 57]"
ALS,{},,258,199,90,"[60, 59, 33, 32, 19, 82, 49, 88, 48, 57]"
ALS,{},,259,199,50,"[60, 59, 33, 32, 19, 82, 49, 88, 48, 57]"
ALS,{},,260,513,75,"[85, 3, 17, 75, 26, 23, 48, 122, 84, 169]"
ALS,{},,261,513,85,"[85, 3, 17, 75, 26, 23, 48, 122, 84, 169]"
ALS,{},,262,639,85,"[113, 60, 58, 110, 29, 142, 67, 62, 33, 70]"
ALS,{},,263,639,60,"[113, 60, 58, 110, 29, 142, 67, 62, 33, 70]"
ALS,{},,264,797,30,"[127, 98, 37, 197, 118, 126, 13, 131, 140, 125]"
ALS,{},,265,710,164,"[48, 19, 143, 116, 82, 14, 4, 110, 129, 80]"
ALS,{},,266,710,116,"[48, 19, 143, 116, 82, 14, 4, 110, 129, 80]"
ALS,{},,267,553,21,"[59, 31, 85, 19, 82, 10, 14, 75, 49, 29]"
ALS,{},,268,553,72,"[59, 31, 85, 19, 82, 10, 14, 75, 49, 29]"
ALS,{},,269,763,37,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,270,763,33,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,271,763,21,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,272,763,124,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,273,763,169,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,274,763,133,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,275,763,39,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,276,763,19,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,277,763,48,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,278,763,156,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,279,763,60,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,280,763,43,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,281,763,182,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,282,763,30,"[59, 131, 3, 48, 33, 82, 153, 32, 182, 9]"
ALS,{},,283,771,140,"[111, 131, 142, 110, 141, 128, 140, 138, 51, 117]"
ALS,{},,284,129,39,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,285,129,104,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,286,129,197,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,287,129,151,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,288,129,159,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,289,129,152,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,290,129,180,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,291,129,148,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,292,129,48,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,293,129,85,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,294,129,91,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,295,129,196,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,296,129,146,"[58, 141, 67, 19, 39, 114, 9, 197, 75, 42]"
ALS,{},,297,710,45,"[48, 19, 143, 116, 82, 14, 4, 110, 129, 80]"
ALS,{},,298,451,72,"[143, 77, 72, 46, 64, 172, 43, 17, 44, 47]"
LinUCB (non_incremental),{'alpha': 0.1},,0,75,163,"[17, 35, 42, 11, 6, 63, 33, 45, 64, 68]"
LinUCB (non_incremental),{'alpha': 0.1},,1,75,47,"[17, 35, 42, 11, 6, 63, 33, 45, 64, 68]"
