"id_user";"id_item";"id_transaction";"timestamp";"datetime"
"710338";"31058";"4404.0";"1430667472889";"2015-05-03 12:37:52"
"190672";"259357";"3480.0";"1430668400730";"2015-05-03 12:53:20"
"1390702";"86218";"9996.0";"1430669157237";"2015-05-03 13:05:57"
"987715";"47863";"216.0";"1430669840336";"2015-05-03 13:17:20"
"190672";"259357";"15390.0";"1430670377689";"2015-05-03 13:26:17"
"53842";"49881";"4831.0";"1430670802997";"2015-05-03 13:33:22"
"429418";"29877";"11889.0";"1430671880120";"2015-05-03 13:51:20"
"429418";"92466";"11889.0";"1430671880120";"2015-05-03 13:51:20"
"429418";"158834";"11889.0";"1430671880120";"2015-05-03 13:51:20"
"935325";"63543";"1238.0";"1430671984819";"2015-05-03 13:53:04"
"935325";"268755";"1238.0";"1430671984819";"2015-05-03 13:53:04"
"461703";"76121";"440.0";"1430672138920";"2015-05-03 13:55:38"
"461703";"256164";"440.0";"1430672138920";"2015-05-03 13:55:38"
"710338";"294424";"6496.0";"1430672429944";"2015-05-03 14:00:29"
"53842";"317735";"5706.0";"1430672531529";"2015-05-03 14:02:11"
"190672";"259357";"12118.0";"1430673060420";"2015-05-03 14:11:00"
"1026425";"46444";"4789.0";"1430673261335";"2015-05-03 14:14:21"
"935325";"14680";"6720.0";"1430673455777";"2015-05-03 14:17:35"
"1093736";"70868";"7410.0";"1430673539533";"2015-05-03 14:18:59"
"307276";"4001";"2458.0";"1430673730939";"2015-05-03 14:22:10"
"885223";"171201";"13260.0";"1430674670893";"2015-05-03 14:37:50"
"885223";"255336";"13260.0";"1430674670893";"2015-05-03 14:37:50"
"53842";"320130";"6352.0";"1430677836677";"2015-05-03 15:30:36"
"53842";"829";"9217.0";"1430678561389";"2015-05-03 15:42:41"
"53842";"45738";"9217.0";"1430678561389";"2015-05-03 15:42:41"
"260753";"306086";"4664.0";"1430678837291";"2015-05-03 15:47:17"
"913454";"339606";"16373.0";"1430680823424";"2015-05-03 16:20:23"
"163561";"31644";"3967.0";"1430683278550";"2015-05-03 17:01:18"
"563799";"205111";"13689.0";"1430684202992";"2015-05-03 17:16:42"
"53842";"326324";"15065.0";"1430684328925";"2015-05-03 17:18:48"
"176379";"452497";"17138.0";"1430684516191";"2015-05-03 17:21:56"
"1227583";"58274";"13905.0";"1430684627475";"2015-05-03 17:23:47"
"673776";"432011";"16383.0";"1430684682383";"2015-05-03 17:24:42"
"53842";"336945";"9606.0";"1430684695946";"2015-05-03 17:24:55"
"172634";"65091";"13653.0";"1430686237764";"2015-05-03 17:50:37"
"636520";"31678";"16294.0";"1430687582148";"2015-05-03 18:13:02"
"902220";"309748";"6980.0";"1430688773216";"2015-05-03 18:32:53"
"67803";"161453";"6412.0";"1430688996189";"2015-05-03 18:36:36"
"53842";"420528";"3135.0";"1430689437422";"2015-05-03 18:43:57"
"935325";"313858";"13669.0";"1430689754810";"2015-05-03 18:49:14"
"53842";"291877";"15379.0";"1430690044483";"2015-05-03 18:54:04"
"404798";"206937";"4594.0";"1430690580499";"2015-05-03 19:03:00"
"68804";"171042";"10642.0";"1430690802024";"2015-05-03 19:06:42"
"381222";"84160";"3445.0";"1430690875000";"2015-05-03 19:07:55"
"516166";"239596";"6145.0";"1430691196716";"2015-05-03 19:13:16"
"300311";"350291";"1882.0";"1430691565014";"2015-05-03 19:19:25"
"163561";"386635";"6042.0";"1430692866732";"2015-05-03 19:41:06"
"53842";"90360";"5875.0";"1430693378124";"2015-05-03 19:49:38"
"53842";"293416";"5875.0";"1430693378124";"2015-05-03 19:49:38"
"53842";"384723";"5875.0";"1430693378124";"2015-05-03 19:49:38"
"53842";"428423";"5875.0";"1430693378124";"2015-05-03 19:49:38"
"1288137";"289160";"10719.0";"1430694464264";"2015-05-03 20:07:44"
"720275";"167143";"13675.0";"1430695016117";"2015-05-03 20:16:56"
"1193771";"79442";"9491.0";"1430697292562";"2015-05-03 20:54:52"
"1193771";"291947";"9491.0";"1430697292562";"2015-05-03 20:54:52"
"53842";"371445";"7124.0";"1430697524940";"2015-05-03 20:58:44"
"53842";"409804";"9360.0";"1430698182753";"2015-05-03 21:09:42"
"995314";"107972";"14954.0";"1430698528048";"2015-05-03 21:15:28"
"1292703";"385769";"14322.0";"1430698845297";"2015-05-03 21:20:45"
"53842";"305503";"2940.0";"1430698924610";"2015-05-03 21:22:04"
"932151";"218648";"11279.0";"1430699081176";"2015-05-03 21:24:41"
"932151";"252765";"11279.0";"1430699081176";"2015-05-03 21:24:41"
"365315";"146274";"4389.0";"1430699237794";"2015-05-03 21:27:17"
"365315";"218771";"4389.0";"1430699237794";"2015-05-03 21:27:17"
"719670";"193853";"10344.0";"1430699295395";"2015-05-03 21:28:15"
"168289";"61298";"2370.0";"1430699539650";"2015-05-03 21:32:19"
"460412";"197852";"12483.0";"1430699733156";"2015-05-03 21:35:33"
"163561";"37254";"5587.0";"1430701543213";"2015-05-03 22:05:43"
"1279042";"316183";"10678.0";"1430701801675";"2015-05-03 22:10:01"
"53842";"320130";"3065.0";"1430704545767";"2015-05-03 22:55:45"
"935325";"87740";"3182.0";"1430706000192";"2015-05-03 23:20:00"
"216650";"340921";"6999.0";"1430706177444";"2015-05-03 23:22:57"
"132676";"104116";"4755.0";"1430709786776";"2015-05-04 00:23:06"
"132676";"271823";"4755.0";"1430709786776";"2015-05-04 00:23:06"
"132676";"338939";"4755.0";"1430709786776";"2015-05-04 00:23:06"
"132676";"381613";"4755.0";"1430709786776";"2015-05-04 00:23:06"
"156622";"340808";"8162.0";"1430711850479";"2015-05-04 00:57:30"
"243592";"295613";"9810.0";"1430713169917";"2015-05-04 01:19:29"
"811978";"46156";"10862.0";"1430713567560";"2015-05-04 01:26:07"
"600589";"41351";"7446.0";"1430713858073";"2015-05-04 01:30:58"
"600589";"274435";"7446.0";"1430713858073";"2015-05-04 01:30:58"
"600589";"369447";"7446.0";"1430713858073";"2015-05-04 01:30:58"
"1291892";"370838";"4704.0";"1430716767095";"2015-05-04 02:19:27"
"1176899";"369447";"17168.0";"1430717204563";"2015-05-04 02:26:44"
"736846";"255741";"4415.0";"1430719543444";"2015-05-04 03:05:43"
"433031";"179436";"15023.0";"1430720419773";"2015-05-04 03:20:19"
"849941";"104432";"848.0";"1430721167315";"2015-05-04 03:32:47"
"1130635";"44646";"7916.0";"1430721689480";"2015-05-04 03:41:29"
"696774";"294267";"4498.0";"1430722547708";"2015-05-04 03:55:47"
"1262351";"7943";"6171.0";"1430722717032";"2015-05-04 03:58:37"
"1176550";"120373";"17151.0";"1430724397360";"2015-05-04 04:26:37"
"646169";"200505";"5095.0";"1430729857261";"2015-05-04 05:57:37"
"1085571";"157585";"17618.0";"1430749421490";"2015-05-04 11:23:41"
"71927";"84160";"3726.0";"1430749994023";"2015-05-04 11:33:14"
"1269642";"245168";"1420.0";"1430750731215";"2015-05-04 11:45:31"
"710338";"96127";"8564.0";"1430752628611";"2015-05-04 12:17:08"
"221176";"197919";"6689.0";"1430753820961";"2015-05-04 12:37:00"
"705174";"162745";"11371.0";"1430754102526";"2015-05-04 12:41:42"
"231565";"316140";"10084.0";"1430754125617";"2015-05-04 12:42:05"
"505988";"84160";"12716.0";"1430754431345";"2015-05-04 12:47:11"
"138131";"61716";"10917.0";"1430755198661";"2015-05-04 12:59:58"
"868541";"382674";"14125.0";"1430755264426";"2015-05-04 13:01:04"
"710338";"77587";"974.0";"1430755319837";"2015-05-04 13:01:59"
"696393";"445351";"6721.0";"1430757249324";"2015-05-04 13:34:09"
"710338";"450950";"12266.0";"1430757264893";"2015-05-04 13:34:24"
"556819";"78163";"8039.0";"1430757476324";"2015-05-04 13:37:56"
"556819";"78163";"4173.0";"1430757593074";"2015-05-04 13:39:53"
"868541";"136523";"4509.0";"1430758391183";"2015-05-04 13:53:11"
"147096";"277767";"2465.0";"1430758555820";"2015-05-04 13:55:55"
"574661";"249130";"6667.0";"1430759222872";"2015-05-04 14:07:02"
"34951";"12217";"7862.0";"1430759295258";"2015-05-04 14:08:15"
"34951";"463280";"7862.0";"1430759295258";"2015-05-04 14:08:15"
"868541";"316255";"5934.0";"1430759429763";"2015-05-04 14:10:29"
"868541";"442725";"5934.0";"1430759429763";"2015-05-04 14:10:29"
"1181206";"253797";"15803.0";"1430759928806";"2015-05-04 14:18:48"
"1181206";"352959";"15803.0";"1430759928806";"2015-05-04 14:18:48"
"971479";"26745";"263.0";"1430760499542";"2015-05-04 14:28:19"
"1219089";"448453";"10396.0";"1430761442491";"2015-05-04 14:44:02"
"681196";"122734";"9964.0";"1430761687717";"2015-05-04 14:48:07"
"34951";"12217";"17148.0";"1430762081987";"2015-05-04 14:54:41"
"34951";"387373";"17148.0";"1430762081987";"2015-05-04 14:54:41"
"681196";"122734";"2728.0";"1430762183317";"2015-05-04 14:56:23"
"647026";"384647";"8248.0";"1430762436150";"2015-05-04 15:00:36"
"647026";"417631";"8248.0";"1430762436150";"2015-05-04 15:00:36"
"6029";"294267";"11625.0";"1430763552283";"2015-05-04 15:19:12"
"148264";"19278";"9091.0";"1430763768528";"2015-05-04 15:22:48"
"710338";"316753";"6448.0";"1430763794574";"2015-05-04 15:23:14"
"649387";"120778";"528.0";"1430763889308";"2015-05-04 15:24:49"
"649387";"174341";"528.0";"1430763889308";"2015-05-04 15:24:49"
"138131";"448453";"9872.0";"1430763971539";"2015-05-04 15:26:11"
"249286";"281103";"8118.0";"1430764214818";"2015-05-04 15:30:14"
"93887";"444899";"6983.0";"1430764311935";"2015-05-04 15:31:51"
"989748";"463493";"2024.0";"1430764390824";"2015-05-04 15:33:10"
"868541";"423217";"8545.0";"1430764877501";"2015-05-04 15:41:17"
"1085761";"336131";"1360.0";"1430765640456";"2015-05-04 15:54:00"
"1031046";"388974";"17244.0";"1430765642915";"2015-05-04 15:54:02"
"868541";"268955";"13805.0";"1430765828330";"2015-05-04 15:57:08"
"78878";"88831";"11826.0";"1430765930408";"2015-05-04 15:58:50"
"1380845";"153666";"14248.0";"1430765963777";"2015-05-04 15:59:23"
"1380845";"367900";"14248.0";"1430765963777";"2015-05-04 15:59:23"
"79201";"304669";"12334.0";"1430766055882";"2015-05-04 16:00:55"
"710338";"232917";"3961.0";"1430766209124";"2015-05-04 16:03:29"
"1090548";"186352";"8009.0";"1430766220297";"2015-05-04 16:03:40"
"54535";"34278";"7193.0";"1430766364266";"2015-05-04 16:06:04"
"54535";"51346";"7193.0";"1430766364266";"2015-05-04 16:06:04"
"54535";"116481";"7193.0";"1430766364266";"2015-05-04 16:06:04"
"54535";"157480";"7193.0";"1430766364266";"2015-05-04 16:06:04"
"8314";"176419";"17648.0";"1430767055471";"2015-05-04 16:17:35"
"138131";"172894";"10180.0";"1430767450186";"2015-05-04 16:24:10"
"1094089";"223173";"9828.0";"1430767487541";"2015-05-04 16:24:47"
"951702";"234198";"9716.0";"1430767656657";"2015-05-04 16:27:36"
"716938";"220513";"8092.0";"1430768136657";"2015-05-04 16:35:36"
"625383";"310622";"14187.0";"1430768273110";"2015-05-04 16:37:53"
"988274";"93645";"11322.0";"1430769791489";"2015-05-04 17:03:11"
"145611";"369924";"7610.0";"1430770261903";"2015-05-04 17:11:01"
"1269591";"393689";"6229.0";"1430770263488";"2015-05-04 17:11:03"
"47029";"415660";"13733.0";"1430771331261";"2015-05-04 17:28:51"
"47029";"415660";"13733.0";"1430771331261";"2015-05-04 17:28:51"
"1140215";"181948";"1341.0";"1430771527929";"2015-05-04 17:32:07"
"163561";"175662";"3659.0";"1430771761339";"2015-05-04 17:36:01"
"753277";"82278";"15659.0";"1430772012189";"2015-05-04 17:40:12"
"1390335";"422425";"12964.0";"1430772262020";"2015-05-04 17:44:22"
"138131";"358211";"8363.0";"1430772327457";"2015-05-04 17:45:27"
"138131";"398887";"8363.0";"1430772327457";"2015-05-04 17:45:27"
"1325569";"426961";"10546.0";"1430772790916";"2015-05-04 17:53:10"
"1043555";"240535";"1893.0";"1430772862163";"2015-05-04 17:54:22"
"1043555";"339032";"1893.0";"1430772862163";"2015-05-04 17:54:22"
"1043555";"411858";"1893.0";"1430772862163";"2015-05-04 17:54:22"
"741178";"461686";"17670.0";"1430773400263";"2015-05-04 18:03:20"
"141701";"334094";"15495.0";"1430773456171";"2015-05-04 18:04:16"
"1079533";"294267";"16901.0";"1430773529177";"2015-05-04 18:05:29"
"1247721";"9308";"16766.0";"1430773996344";"2015-05-04 18:13:16"
"995227";"191222";"8703.0";"1430774223060";"2015-05-04 18:17:03"
"163561";"361777";"11110.0";"1430774421356";"2015-05-04 18:20:21"
"557693";"398579";"14068.0";"1430775190884";"2015-05-04 18:33:10"
"557693";"398579";"16539.0";"1430775463240";"2015-05-04 18:37:43"
"92098";"314201";"10640.0";"1430775941638";"2015-05-04 18:45:41"
"1349607";"462376";"1467.0";"1430776750509";"2015-05-04 18:59:10"
"636569";"397638";"11364.0";"1430777349894";"2015-05-04 19:09:09"
"331815";"284654";"7382.0";"1430777635692";"2015-05-04 19:13:55"
"864513";"131385";"3392.0";"1430777669404";"2015-05-04 19:14:29"
"864513";"431216";"3392.0";"1430777669404";"2015-05-04 19:14:29"
"868541";"422583";"532.0";"1430777684901";"2015-05-04 19:14:44"
"855251";"251396";"13745.0";"1430777764027";"2015-05-04 19:16:04"
"902934";"152158";"17451.0";"1430777901992";"2015-05-04 19:18:21"
"1338885";"120778";"17177.0";"1430778088538";"2015-05-04 19:21:28"
"1045205";"397020";"10763.0";"1430778829646";"2015-05-04 19:33:49"
"138131";"85832";"12694.0";"1430779085089";"2015-05-04 19:38:05"
"138131";"173617";"12694.0";"1430779085089";"2015-05-04 19:38:05"
"138131";"362059";"12694.0";"1430779085089";"2015-05-04 19:38:05"
"1251116";"247948";"14977.0";"1430779088987";"2015-05-04 19:38:08"
"1334545";"325706";"8316.0";"1430779742524";"2015-05-04 19:49:02"
"1271388";"17478";"9544.0";"1430779751330";"2015-05-04 19:49:11"
"138131";"318333";"3564.0";"1430779982360";"2015-05-04 19:53:02"
"163561";"49196";"15198.0";"1430780084702";"2015-05-04 19:54:44"
"163561";"440677";"1316.0";"1430780902881";"2015-05-04 20:08:22"
"710338";"365015";"2621.0";"1430780969955";"2015-05-04 20:09:29"
"872183";"85510";"6128.0";"1430781213489";"2015-05-04 20:13:33"
"125651";"169571";"4119.0";"1430781336179";"2015-05-04 20:15:36"
"1140878";"172004";"6462.0";"1430781943876";"2015-05-04 20:25:43"
"434900";"320130";"635.0";"1430782113574";"2015-05-04 20:28:33"
"163561";"354484";"808.0";"1430782229090";"2015-05-04 20:30:29"
"138131";"11663";"16802.0";"1430782366395";"2015-05-04 20:32:46"
"284451";"234087";"10439.0";"1430782493569";"2015-05-04 20:34:53"
"1078486";"296048";"10095.0";"1430783406607";"2015-05-04 20:50:06"
"1078486";"446934";"10095.0";"1430783406607";"2015-05-04 20:50:06"
"321756";"272813";"4774.0";"1430783420930";"2015-05-04 20:50:20"
"235560";"148426";"17434.0";"1430783558813";"2015-05-04 20:52:38"
"1062987";"254432";"16624.0";"1430783763199";"2015-05-04 20:56:03"
"1062987";"326614";"16624.0";"1430783763199";"2015-05-04 20:56:03"
"163561";"294267";"1546.0";"1430784929176";"2015-05-04 21:15:29"
"1106356";"316472";"17309.0";"1430785661685";"2015-05-04 21:27:41"
"971301";"219319";"267.0";"1430786154004";"2015-05-04 21:35:54"
"253756";"257120";"9627.0";"1430786579801";"2015-05-04 21:42:59"
"377483";"272813";"10305.0";"1430786846943";"2015-05-04 21:47:26"
"146419";"2657";"6416.0";"1430787729728";"2015-05-04 22:02:09"
"1005223";"304081";"17318.0";"1430787872347";"2015-05-04 22:04:32"
"125769";"441966";"3154.0";"1430788531565";"2015-05-04 22:15:31"
"1037270";"452035";"17444.0";"1430788697301";"2015-05-04 22:18:17"
"138131";"229094";"2732.0";"1430788943564";"2015-05-04 22:22:23"
"403374";"7943";"13644.0";"1430789036578";"2015-05-04 22:23:56"
"1314233";"373298";"12049.0";"1430789436840";"2015-05-04 22:30:36"
"163561";"318333";"10849.0";"1430789456699";"2015-05-04 22:30:56"
"146522";"73602";"8073.0";"1430789489053";"2015-05-04 22:31:29"
"440486";"282651";"1622.0";"1430789761579";"2015-05-04 22:36:01"
"1011757";"129895";"6899.0";"1430790026589";"2015-05-04 22:40:26"
"686896";"89379";"6612.0";"1430790311634";"2015-05-04 22:45:11"
"1140665";"266024";"10177.0";"1430790353946";"2015-05-04 22:45:53"
"70678";"451238";"12484.0";"1430790473312";"2015-05-04 22:47:53"
"163561";"321005";"5033.0";"1430790947692";"2015-05-04 22:55:47"
"458059";"345529";"13646.0";"1430791379144";"2015-05-04 23:02:59"
"826073";"186352";"8985.0";"1430791738636";"2015-05-04 23:08:58"
"986325";"369447";"17547.0";"1430792212915";"2015-05-04 23:16:52"
"1220875";"322839";"13149.0";"1430792983400";"2015-05-04 23:29:43"
"2468";"181948";"3247.0";"1430793078378";"2015-05-04 23:31:18"
"163561";"156522";"7024.0";"1430793407024";"2015-05-04 23:36:47"
"258538";"271612";"9373.0";"1430793971378";"2015-05-04 23:46:11"
"1235469";"293126";"9711.0";"1430795432167";"2015-05-05 00:10:32"
"362141";"311200";"7706.0";"1430795751528";"2015-05-05 00:15:51"
"1290558";"168491";"2899.0";"1430795775376";"2015-05-05 00:16:15"
"468853";"380493";"10107.0";"1430796967564";"2015-05-05 00:36:07"
"391446";"114213";"13652.0";"1430798098083";"2015-05-05 00:54:58"
"1126674";"41649";"3996.0";"1430798779949";"2015-05-05 01:06:19"
"886313";"82539";"1628.0";"1430798904520";"2015-05-05 01:08:24"
"886313";"83015";"1628.0";"1430798904520";"2015-05-05 01:08:24"
"287434";"181845";"9783.0";"1430798911674";"2015-05-05 01:08:31"
"759356";"284048";"8682.0";"1430799166274";"2015-05-05 01:12:46"
"1206408";"338960";"13262.0";"1430799306902";"2015-05-05 01:15:06"
"598107";"455938";"804.0";"1430799360599";"2015-05-05 01:16:00"
"1172151";"294267";"15514.0";"1430799996957";"2015-05-05 01:26:36"
"598472";"70575";"6815.0";"1430801223484";"2015-05-05 01:47:03"
"237278";"41898";"11969.0";"1430801509752";"2015-05-05 01:51:49"
"41386";"340921";"9675.0";"1430801660405";"2015-05-05 01:54:20"
"1104495";"145219";"12079.0";"1430802233832";"2015-05-05 02:03:53"
"153711";"187138";"8477.0";"1430802509166";"2015-05-05 02:08:29"
"153711";"461651";"8477.0";"1430802509166";"2015-05-05 02:08:29"
"855092";"109589";"14032.0";"1430802625102";"2015-05-05 02:10:25"
"948335";"111057";"5960.0";"1430802791355";"2015-05-05 02:13:11"
"948335";"399053";"5960.0";"1430802791355";"2015-05-05 02:13:11"
"948335";"421884";"5960.0";"1430802791355";"2015-05-05 02:13:11"
"156957";"161911";"3664.0";"1430803213798";"2015-05-05 02:20:13"
"156957";"431447";"3664.0";"1430803213798";"2015-05-05 02:20:13"
"959082";"344779";"1639.0";"1430803351305";"2015-05-05 02:22:31"
"1107953";"302948";"14004.0";"1430803912003";"2015-05-05 02:31:52"
"573587";"171335";"557.0";"1430804180478";"2015-05-05 02:36:20"
"10560";"257040";"16339.0";"1430808665587";"2015-05-05 03:51:05"
"858411";"432183";"16560.0";"1430809595644";"2015-05-05 04:06:35"
"858411";"385922";"13725.0";"1430810009847";"2015-05-05 04:13:29"
"984544";"436004";"10350.0";"1430811431459";"2015-05-05 04:37:11"
"756459";"386507";"4843.0";"1430813126271";"2015-05-05 05:05:26"
"554424";"161453";"9670.0";"1430820534230";"2015-05-05 07:08:54"
"1135500";"71698";"7219.0";"1430830560384";"2015-05-05 09:56:00"
"952319";"46156";"10164.0";"1430831647601";"2015-05-05 10:14:07"
"906092";"89977";"14841.0";"1430831783141";"2015-05-05 10:16:23"
"202009";"362606";"16408.0";"1430833461791";"2015-05-05 10:44:21"
"204180";"72118";"4447.0";"1430834567294";"2015-05-05 11:02:47"
"204180";"99907";"4447.0";"1430834567294";"2015-05-05 11:02:47"
"1175295";"8300";"16363.0";"1430835097618";"2015-05-05 11:11:37"
"619012";"45895";"7330.0";"1430836533128";"2015-05-05 11:35:33"
"619012";"308903";"7330.0";"1430836533128";"2015-05-05 11:35:33"
"1225085";"181550";"7847.0";"1430837624882";"2015-05-05 11:53:44"
"1113362";"227790";"11904.0";"1430838257502";"2015-05-05 12:04:17"
"379932";"65540";"12872.0";"1430838787200";"2015-05-05 12:13:07"
"379932";"119736";"12872.0";"1430838787200";"2015-05-05 12:13:07"
"1161163";"102614";"6709.0";"1430838937428";"2015-05-05 12:15:37"
"1161163";"281710";"6709.0";"1430838937428";"2015-05-05 12:15:37"
"377992";"191461";"8267.0";"1430839751195";"2015-05-05 12:29:11"
"377992";"455614";"8267.0";"1430839751195";"2015-05-05 12:29:11"
"327493";"7943";"612.0";"1430840548671";"2015-05-05 12:42:28"
"379932";"81453";"13659.0";"1430841208451";"2015-05-05 12:53:28"
"1049595";"22626";"562.0";"1430841211255";"2015-05-05 12:53:31"
"1049595";"435557";"562.0";"1430841211255";"2015-05-05 12:53:31"
"1082305";"165080";"6481.0";"1430842503444";"2015-05-05 13:15:03"
"1374501";"278679";"6550.0";"1430842596728";"2015-05-05 13:16:36"
"667565";"79823";"12833.0";"1430842736769";"2015-05-05 13:18:56"
"858493";"268872";"2948.0";"1430843210883";"2015-05-05 13:26:50"
"849322";"147555";"11707.0";"1430843271404";"2015-05-05 13:27:51"
"171560";"382499";"15643.0";"1430843442457";"2015-05-05 13:30:42"
"637672";"320130";"1416.0";"1430843599225";"2015-05-05 13:33:19"
"42192";"231942";"8992.0";"1430843888892";"2015-05-05 13:38:08"
"1035814";"365015";"11903.0";"1430844080045";"2015-05-05 13:41:20"
"1271652";"275423";"1483.0";"1430844392698";"2015-05-05 13:46:32"
"391939";"312717";"11223.0";"1430844401072";"2015-05-05 13:46:41"
"1116948";"141480";"4296.0";"1430844403866";"2015-05-05 13:46:43"
"1116948";"174878";"4296.0";"1430844403866";"2015-05-05 13:46:43"
"1116948";"429607";"4296.0";"1430844403866";"2015-05-05 13:46:43"
"1175941";"344071";"13018.0";"1430844725481";"2015-05-05 13:52:05"
"272853";"336979";"6825.0";"1430844853636";"2015-05-05 13:54:13"
"1161163";"228941";"15760.0";"1430844995363";"2015-05-05 13:56:35"
"391939";"19629";"17233.0";"1430845017605";"2015-05-05 13:56:57"
"346615";"228941";"9099.0";"1430845098144";"2015-05-05 13:58:18"
"1180041";"247948";"1133.0";"1430845223666";"2015-05-05 14:00:23"
"1180041";"247948";"1133.0";"1430845223666";"2015-05-05 14:00:23"
"989923";"207802";"11962.0";"1430845327884";"2015-05-05 14:02:07"
"1161163";"192491";"14660.0";"1430845357908";"2015-05-05 14:02:37"
"1180041";"247948";"4552.0";"1430845420801";"2015-05-05 14:03:40"
"1161163";"342904";"5518.0";"1430845731881";"2015-05-05 14:08:51"
"389532";"431616";"2514.0";"1430846177054";"2015-05-05 14:16:17"
"169369";"73311";"9485.0";"1430846573602";"2015-05-05 14:22:53"
"169369";"146979";"9485.0";"1430846573602";"2015-05-05 14:22:53"
"1386260";"458012";"13389.0";"1430846654090";"2015-05-05 14:24:14"
"884409";"191555";"8359.0";"1430847144937";"2015-05-05 14:32:24"
"410663";"325772";"12817.0";"1430847365657";"2015-05-05 14:36:05"
"36450";"50411";"2878.0";"1430847444127";"2015-05-05 14:37:24"
"732066";"448453";"14481.0";"1430847656293";"2015-05-05 14:40:56"
"1161163";"366263";"12877.0";"1430848107715";"2015-05-05 14:48:27"
"1116948";"4289";"6800.0";"1430848189923";"2015-05-05 14:49:49"
"1091556";"72926";"3550.0";"1430848914977";"2015-05-05 15:01:54"
"1116948";"180588";"9693.0";"1430849181798";"2015-05-05 15:06:21"
"968769";"89087";"1245.0";"1430849719818";"2015-05-05 15:15:19"
"467086";"121295";"16966.0";"1430849759662";"2015-05-05 15:15:59"
"648463";"390093";"16109.0";"1430849980804";"2015-05-05 15:19:40"
"527722";"40990";"11764.0";"1430850188808";"2015-05-05 15:23:08"
"1256029";"113019";"1152.0";"1430850234064";"2015-05-05 15:23:54"
"270876";"466614";"3966.0";"1430850332574";"2015-05-05 15:25:32"
"868057";"90083";"11792.0";"1430850352897";"2015-05-05 15:25:52"
"868057";"154759";"11792.0";"1430850352897";"2015-05-05 15:25:52"
"882313";"281351";"15587.0";"1430850401114";"2015-05-05 15:26:41"
"379932";"427978";"3709.0";"1430850494703";"2015-05-05 15:28:14"
"590670";"348938";"15704.0";"1430850541822";"2015-05-05 15:29:01"
"280912";"150547";"16156.0";"1430850563294";"2015-05-05 15:29:23"
"180133";"354964";"6738.0";"1430850603157";"2015-05-05 15:30:03"
"372748";"82811";"17071.0";"1430850680465";"2015-05-05 15:31:20"
"372748";"222514";"17071.0";"1430850680465";"2015-05-05 15:31:20"
"889407";"184934";"8036.0";"1430850776256";"2015-05-05 15:32:56"
"169369";"30025";"10620.0";"1430850978664";"2015-05-05 15:36:18"
"169369";"73311";"10620.0";"1430850978664";"2015-05-05 15:36:18"
"1274947";"89663";"13154.0";"1430851222595";"2015-05-05 15:40:22"
"1274947";"93729";"13154.0";"1430851222595";"2015-05-05 15:40:22"
"1000593";"3629";"10024.0";"1430851360323";"2015-05-05 15:42:40"
"1000593";"180514";"10024.0";"1430851360323";"2015-05-05 15:42:40"
"83368";"261265";"5681.0";"1430851652196";"2015-05-05 15:47:32"
"1224966";"139191";"13814.0";"1430851777011";"2015-05-05 15:49:37"
"346166";"399531";"13245.0";"1430851966365";"2015-05-05 15:52:46"
"138131";"172894";"4274.0";"1430852467691";"2015-05-05 16:01:07"
"679422";"198209";"13655.0";"1430852586161";"2015-05-05 16:03:06"
"54672";"116589";"16286.0";"1430852614578";"2015-05-05 16:03:34"
"899357";"327180";"1339.0";"1430852644671";"2015-05-05 16:04:04"
